officeCode,officeRegion,officeCountry,officeState,officeCity,employeeFullName,jobTitle,lineManager,customerName,customerCountry,customerState,customerCity,creditLimit,orderNumber,orderDate,requiredDate,shippedDate,orderStatus,productName,productLine,productScale,productVendor,quantityInStock,quantityOrdered,COGS,invoicingPrice,MSRP
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"1940 Ford Delivery Sedan","Vintage Cars",1:24,"Carousel DieCast Legends",6621,25,48.64,77.15,83.86
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"1950's Chicago Surface Lines Streetcar",Trains,1:32,"Gearbox Collectibles",8601,27,26.72,61.52,62.14
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1:50,"Highway 66 Mini Classics",1016,31,68.29,104.18,115.75
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"1962 City of Detroit Streetcar",Trains,1:50,"Classic Metal Creations",1645,44,37.49,56.82,58.58
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"The Schooner Bluenose",Ships,1:700,"Autoart Studio Design",1897,46,34,56,66.67
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"The Mayflower",Ships,1:700,"Studio M Art Models",737,28,43.3,76.22,86.61
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"The USS Constitution Ship",Ships,1:700,"Red Start Diecast",7083,29,33.97,68.67,72.28
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"The Titanic",Ships,1:700,"Carousel DieCast Legends",1956,31,51.09,87.15,100.17
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"The Queen Mary",Ships,1:700,"Welly Diecast Productions",5088,25,53.63,97.32,99.31
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10350,2004-12-02,2004-12-08,2004-12-05,Shipped,"Pont Yacht",Ships,1:72,"Unimax Art Galleries",414,20,33.3,48.05,54.6
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Stylish Desk Decors, Co.",UK,NULL,London,77000,10351,2004-12-03,2004-12-11,2004-12-07,Shipped,"1980s Black Hawk Helicopter",Planes,1:18,"Red Start Diecast",5330,39,77.27,143.5,157.69
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Stylish Desk Decors, Co.",UK,NULL,London,77000,10351,2004-12-03,2004-12-11,2004-12-07,Shipped,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",1:18,"Exoto Designs",2378,20,64.58,104.81,105.87
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Stylish Desk Decors, Co.",UK,NULL,London,77000,10351,2004-12-03,2004-12-11,2004-12-07,Shipped,"1900s Vintage Bi-Plane",Planes,1:24,"Autoart Studio Design",5942,25,34.25,64.4,68.51
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Stylish Desk Decors, Co.",UK,NULL,London,77000,10351,2004-12-03,2004-12-11,2004-12-07,Shipped,"1937 Horch 930V Limousine","Vintage Cars",1:24,"Autoart Studio Design",2902,38,26.3,53.92,65.75
7,EMEA,UK,NULL,London,"Larry Bott","Sales Rep",1102,"Stylish Desk Decors, Co.",UK,NULL,London,77000,10351,2004-12-03,2004-12-11,2004-12-07,Shipped,"Corsair F4U ( Bird Cage)",Planes,1:24,"Second Gear Diecast",6812,34,29.34,68.24,68.24
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Auto-Moto Classics Inc.",USA,MA,Brickhaven,23000,10352,2004-12-03,2004-12-12,2004-12-09,Shipped,"HMS Bounty",Ships,1:700,"Unimax Art Galleries",3501,23,39.83,75.13,90.52
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Auto-Moto Classics Inc.",USA,MA,Brickhaven,23000,10352,2004-12-03,2004-12-12,2004-12-09,Shipped,"America West Airlines B757-200",Planes,1:700,"Motor City Art Classics",9653,49,68.8,87.75,99.72
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Auto-Moto Classics Inc.",USA,MA,Brickhaven,23000,10352,2004-12-03,2004-12-12,2004-12-09,Shipped,"American Airlines: MD-11S",Planes,1:700,"Second Gear Diecast",8820,22,36.27,62.19,74.03
2,NA,USA,MA,Boston,"Steve Patterson","Sales Rep",1143,"Auto-Moto Classics Inc.",USA,MA,Brickhaven,23000,10352,2004-12-03,2004-12-12,2004-12-09,Shipped,"Boeing X-32A JSF",Planes,1:72,"Motor City Art Classics",4857,49,32.77,46.18,49.66
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"P-51-D Mustang",Planes,1:72,"Gearbox Collectibles",992,27,49,71.81,84.48
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"1928 British Royal Navy Airplane",Planes,1:24,"Classic Metal Creations",3627,28,66.74,107.23,109.42
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"1900s Vintage Tri-Plane",Planes,1:24,"Unimax Art Galleries",2756,35,36.23,69.55,72.45
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"1997 BMW F650 ST",Motorcycles,1:32,"Exoto Designs",178,46,66.92,86.9,99.89
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"1928 Ford Phaeton Deluxe","Vintage Cars",1:32,"Highway 66 Mini Classics",136,40,33.02,68.1,68.79
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"1930 Buick Marquette Phaeton","Vintage Cars",1:50,"Studio M Art Models",7062,40,27.06,35.78,43.64
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"American Airlines: B767-300",Planes,1:700,"Min Lin Diecast",5841,39,51.15,73.07,91.34
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"ATA: B757-300",Planes,1:700,"Highway 66 Mini Classics",7106,48,59.33,98.48,118.65
3,NA,USA,NY,NYC,"George Vanauf","Sales Rep",1143,"Gift Ideas Corp.",USA,CT,Glendale,49700,10353,2004-12-04,2004-12-11,2004-12-05,Shipped,"F/A 18 Hornet 1/72",Planes,1:72,"Motor City Art Classics",551,43,54.4,74.4,80
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1969 Harley Davidson Ultimate Chopper",Motorcycles,1:10,"Min Lin Diecast",7933,42,48.81,84.22,95.7
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1996 Moto Guzzi 1100i",Motorcycles,1:10,"Highway 66 Mini Classics",6625,20,68.99,95.15,118.94
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,1:10,"Red Start Diecast",5582,42,91.02,178.17,193.66
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1968 Ford Mustang","Classic Cars",1:12,"Autoart Studio Design",68,31,95.34,157.6,194.57
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"2002 Suzuki XREO",Motorcycles,1:12,"Unimax Art Galleries",9997,35,66.27,141.58,150.62
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1968 Dodge Charger","Classic Cars",1:12,"Welly Diecast Productions",9123,29,75.16,98.65,117.44
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1970 Plymouth Hemi Cuda","Classic Cars",1:12,"Studio M Art Models",5663,23,31.92,76.61,79.8
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1969 Dodge Charger","Classic Cars",1:12,"Welly Diecast Productions",7323,28,58.73,100.19,115.16
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1948 Porsche 356-A Roadster","Classic Cars",1:18,"Gearbox Collectibles",8826,21,53.9,76.23,77
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1936 Harley Davidson El Knucklehead",Motorcycles,1:18,"Welly Diecast Productions",4357,28,24.23,49.06,60.57
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1969 Dodge Super Bee","Classic Cars",1:18,"Min Lin Diecast",1917,36,49.05,69.15,80.41
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1997 BMW R 1100 S",Motorcycles,1:24,"Autoart Studio Design",7003,21,60.86,96.92,112.7
6,APAC,Australia,NULL,Sydney,"Peter Marsh","Sales Rep",1088,"Down Under Souveniers, Inc","New Zealand",NULL,"Auckland  ",88000,10354,2004-12-04,2004-12-10,2004-12-05,Shipped,"1960 BSA Gold Star DBD34",Motorcycles,1:24,"Highway 66 Mini Classics",15,28,37.32,62.46,76.17
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1976 Ford Gran Torino","Classic Cars",1:18,"Gearbox Collectibles",9127,23,73.49,117.59,146.99
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1957 Vespa GS150",Motorcycles,1:18,"Studio M Art Models",7689,31,32.95,60.3,62.17
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1957 Corvette Convertible","Classic Cars",1:18,"Classic Metal Creations",1249,25,69.93,124.99,148.8
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1982 Ducati 900 Monster",Motorcycles,1:24,"Highway 66 Mini Classics",6840,41,47.1,56.1,69.26
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1982 Lamborghini Diablo","Classic Cars",1:24,"Second Gear Diecast",7723,36,16.24,37.38,37.76
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1971 Alpine Renault 1600s","Classic Cars",1:24,"Welly Diecast Productions",7995,44,38.58,60.62,61.23
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1956 Porsche 356A Coupe","Classic Cars",1:18,"Classic Metal Creations",6600,32,98.3,137.62,140.43
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1961 Chevrolet Impala","Classic Cars",1:18,"Classic Metal Creations",7869,28,32.33,75.18,80.84
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1982 Ducati 996 R",Motorcycles,1:32,"Gearbox Collectibles",9241,38,24.14,32.99,40.23
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10355,2004-12-07,2004-12-14,2004-12-13,Shipped,"1974 Ducati 350 Mk3 Desmo",Motorcycles,1:32,"Second Gear Diecast",3341,40,56.13,93.89,102.05
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1993 Mazda RX-7","Classic Cars",1:18,"Highway 66 Mini Classics",3975,43,83.51,120.31,141.54
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1937 Lincoln Berline","Vintage Cars",1:18,"Motor City Art Classics",8693,50,60.62,82.19,102.74
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",1:18,"Studio M Art Models",8635,22,24.26,44.75,53.91
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1995 Honda Civic","Classic Cars",1:18,"Min Lin Diecast",9772,27,93.89,130.87,142.25
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1932 Model A Ford J-Coupe","Vintage Cars",1:18,"Autoart Studio Design",9354,29,58.48,106.79,127.13
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1928 Mercedes-Benz SSK","Vintage Cars",1:18,"Gearbox Collectibles",548,30,72.56,158.63,168.75
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1939 Chevrolet Deluxe Coupe","Vintage Cars",1:24,"Motor City Art Classics",7332,48,22.57,31.86,33.19
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",1:24,"Classic Metal Creations",2847,26,20.61,42.11,44.8
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Lyon Souveniers",France,NULL,Paris,68100,10356,2004-12-09,2004-12-15,2004-12-12,Shipped,"2002 Yamaha YZR M1",Motorcycles,1:50,"Autoart Studio Design",600,26,34.17,78.11,81.36
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1952 Alpine Renault 1300","Classic Cars",1:10,"Classic Metal Creations",7305,32,98.58,199.3,214.3
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1962 LanciaA Delta 16V","Classic Cars",1:10,"Second Gear Diecast",6791,43,103.42,135.92,147.74
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1958 Setra Bus","Trucks and Buses",1:12,"Welly Diecast Productions",1579,49,77.9,109.34,136.67
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1940 Ford Pickup Truck","Trucks and Buses",1:18,"Studio M Art Models",2613,39,58.33,112,116.67
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1926 Ford Fire Engine","Trucks and Buses",1:18,"Carousel DieCast Legends",2018,41,24.92,58.95,60.77
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1913 Ford Model T Speedster","Vintage Cars",1:18,"Carousel DieCast Legends",4189,41,60.78,91.18,101.31
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1934 Ford V8 Coupe","Vintage Cars",1:18,"Min Lin Diecast",5649,49,34.35,59.34,62.46
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"18th Century Vintage Horse Carriage","Vintage Cars",1:18,"Red Start Diecast",5992,44,60.74,104.72,104.72
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1917 Maxwell Touring Car","Vintage Cars",1:18,"Exoto Designs",7913,25,57.54,84.33,99.21
1,NA,USA,CA,"San Francisco","Leslie Jennings","Sales Rep",1143,"Mini Gifts Distributors Ltd.",USA,CA,"San Rafael",210500,10357,2004-12-10,2004-12-16,2004-12-14,Shipped,"1940s Ford truck","Trucks and Buses",1:18,"Motor City Art Classics",3128,28,84.76,105.34,121.08
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1969 Corvair Monza","Classic Cars",1:18,"Welly Diecast Productions",6906,49,89.14,129.93,151.08
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1957 Chevy Pickup","Trucks and Buses",1:12,"Exoto Designs",6125,42,55.7,98.36,118.5
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1998 Chrysler Plymouth Prowler","Classic Cars",1:18,"Gearbox Collectibles",4724,20,101.51,142.45,163.73
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1964 Mercedes Tour Bus","Trucks and Buses",1:18,"Unimax Art Galleries",8258,20,74.86,99.41,122.73
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1992 Ferrari 360 Spider red","Classic Cars",1:18,"Unimax Art Galleries",8347,32,77.9,137.17,169.34
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1970 Triumph Spitfire","Classic Cars",1:18,"Min Lin Diecast",5545,25,91.92,117.77,143.62
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1939 Cadillac Limousine","Vintage Cars",1:18,"Studio M Art Models",6645,30,23.14,46.29,50.31
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1970 Dodge Coronet","Classic Cars",1:24,"Highway 66 Mini Classics",4074,44,32.37,56.07,57.8
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1962 Volkswagen Microbus","Trucks and Buses",1:24,"Autoart Studio Design",2327,41,61.34,127.79,127.79
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1958 Chevy Corvette Limited Edition","Classic Cars",1:24,"Carousel DieCast Legends",2542,36,15.91,33.59,35.36
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1936 Chrysler Airflow","Vintage Cars",1:24,"Second Gear Diecast",4710,41,57.46,88.62,97.39
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1980’s GM Manhattan Express","Trucks and Buses",1:32,"Motor City Art Classics",5099,41,53.93,82.83,96.31
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",1:32,"Red Start Diecast",814,36,33.61,51.71,64.64
4,EMEA,France,NULL,Paris,"Gerard Hernandez","Sales Rep",1102,"Euro+ Shopping Channel",Spain,NULL,Madrid,227600,10358,2004-12-10,2004-12-16,2004-12-16,Shipped,"1982 Camaro Z28","Classic Cars",1:18,"Carousel DieCast Legends",6934,27,46.53,85.98,101.15
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"1972 Alfa Romeo GTA","Classic Cars",1:10,"Motor City Art Classics",3252,48,85.68,122.4,136
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"2001 Ferrari Enzo","Classic Cars",1:12,"Second Gear Diecast",3619,42,95.59,180.79,207.8
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"1969 Ford Falcon","Classic Cars",1:12,"Second Gear Diecast",1049,49,83.05,162.64,173.02
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"1992 Porsche Cayenne Turbo Silver","Classic Cars",1:24,"Exoto Designs",6582,22,69.78,108.82,118.28
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"1954 Greyhound Scenicruiser","Trucks and Buses",1:32,"Classic Metal Creations",2874,36,25.98,45.45,54.11
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"1950's Chicago Surface Lines Streetcar",Trains,1:32,"Gearbox Collectibles",8601,22,26.72,62.14,62.14
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1:50,"Highway 66 Mini Classics",1016,46,68.29,99.55,115.75
4,EMEA,France,NULL,Paris,"Loui Bondur","Sales Rep",1102,"Reims Collectables",France,NULL,Reims,81100,10359,2004-12-15,2004-12-23,2004-12-18,Shipped,"1962 City of Detroit Streetcar",Trains,1:50,"Classic Metal Creations",1645,25,37.49,47.45,58.58
